window_start_date,test_date,mae,rmse,mape
2023-02-07,2024-02-07,8.658789647639036,11.23642020151463,9.564030878309715
2023-02-08,2024-02-08,8.738721126389933,11.368231097763744,9.654216019451354
2023-02-09,2024-02-09,10.564896379890149,12.243684852521575,10.643925382477734
2023-02-10,2024-02-10,16.460582630419648,17.705521933171863,16.130171902101402
2023-02-11,2024-02-11,11.968258139994228,14.130300565667632,11.555773019186812
2023-02-12,2024-02-12,5.792824745261756,6.988237006869212,5.725342096524919
2023-02-13,2024-02-13,5.997159429056026,7.292312076653961,5.782197584618958
2023-02-14,2024-02-14,5.9596037178843675,7.138366547311106,5.784106978803706
2023-02-15,2024-02-15,7.096612013697514,7.71480706915437,6.831629097701242
2023-02-16,2024-02-16,8.622520303963416,9.830725495768668,8.50578673783166
2023-02-17,2024-02-17,10.501269579541258,11.530691968763078,10.313952958050429
2023-02-18,2024-02-18,3.523812649773108,4.717568353494164,3.324641143296716
2023-02-19,2024-02-19,4.896023513824056,6.007787753061331,4.725153753036953
2023-02-20,2024-02-20,7.726165355940951,9.489520301691096,6.852184014859929
2023-02-21,2024-02-21,5.998724327874925,8.288102493740128,5.299672184569636
2023-02-22,2024-02-22,6.559063485914564,7.600510975692146,6.2159388441402905
2023-02-23,2024-02-23,6.002440099331774,7.369467073524896,5.54095295112348
2023-02-24,2024-02-24,6.232510935385321,7.423060839007732,5.742098395895865
2023-02-25,2024-02-25,6.623651822311182,7.868729809438793,6.070854367124089
2023-02-26,2024-02-26,6.850808662446836,9.435603380188226,5.857588736362874
2023-02-27,2024-02-27,7.604298555349603,8.63280935778843,7.397831503936568
2023-02-28,2024-02-28,7.837150348427658,8.295032095256884,7.386248689237583
2023-03-01,2024-02-29,9.200853027473531,10.198917851733325,8.938952020493087
2023-03-02,2024-03-01,6.531963993048001,7.53668855797989,6.205717196383067
2023-03-03,2024-03-02,7.398713073102469,8.123485464172418,7.034089588879181
2023-03-04,2024-03-03,6.4867505808835535,7.88081303451203,5.958836688580382
2023-03-05,2024-03-04,7.797092562123429,9.157884273806332,7.231439718531137
2023-03-06,2024-03-05,10.088358274111513,11.523878956256493,9.195106472105785
2023-03-07,2024-03-06,2.969623191511618,4.680046484299036,3.110878329462655
2023-03-08,2024-03-07,3.8825199562463673,5.319985201912797,4.024809324623202
2023-03-09,2024-03-08,5.368754500912025,6.634617882513912,5.326706563076479
2023-03-10,2024-03-09,7.086641508207214,8.657442991519085,7.2678447234400725
2023-03-11,2024-03-10,8.668013693363166,9.69731668821779,8.914374202370446
2023-03-12,2024-03-11,5.774987360183638,7.068260728610719,5.703824397479662
2023-03-13,2024-03-12,6.458583496613335,7.41716785075979,6.416303147633003
2023-03-14,2024-03-13,7.822571055889077,8.347318754920996,7.674635868195942
2023-03-15,2024-03-14,8.825509283944896,9.474096313521088,8.321304013088113
2023-03-16,2024-03-15,8.171410375064486,9.446215163935328,8.508828072221677
2023-03-17,2024-03-16,8.577270135352588,9.162982045697365,8.133634319891392
2023-03-18,2024-03-17,8.972724102477954,10.323938632368883,8.339186553214226
2023-03-19,2024-03-18,11.218878875464636,13.075867456969016,10.218918639565556
2023-03-20,2024-03-19,7.355431999988489,8.847101825978461,6.795349995346012
2023-03-21,2024-03-20,8.856681385331532,9.111100149689985,8.633216155495846
2023-03-22,2024-03-21,12.84878810959225,13.919497400204223,12.986781094283078
2023-03-23,2024-03-22,6.823801356245172,7.848814014998884,6.824740626721317
2023-03-24,2024-03-23,9.653248717744313,10.416160989045602,9.903845298836178
2023-03-25,2024-03-24,4.79509783933962,5.884038389708033,4.820586040602597
2023-03-26,2024-03-25,4.661325797192721,5.600941212654446,4.667098250815165
2023-03-27,2024-03-26,4.372593588893561,5.191129367108376,4.369876593093169
2023-03-28,2024-03-27,6.112187998635188,7.010182196029575,6.038683103598238
2023-03-29,2024-03-28,9.169918721674632,10.478505778301841,9.047671348965121
2023-03-30,2024-03-29,6.211224215635204,7.233460172425214,5.98187378896451
2023-03-31,2024-03-30,6.272273269578065,6.932347690705384,5.948676675420115
2023-04-01,2024-03-31,5.3379312366004195,6.748034896400219,5.32970621114642
2023-04-02,2024-04-01,7.379901230002015,8.244469296800881,7.618648377866452
2023-04-03,2024-04-02,8.314789958944031,8.374114452318905,8.452092649147882
2023-04-04,2024-04-03,7.377751403695543,9.12686670053382,7.819155617103228
2023-04-05,2024-04-04,10.34714546008008,12.565059823260665,11.645209852841115
2023-04-06,2024-04-05,10.742320642055489,12.822600466687435,12.035985085997432
2023-04-07,2024-04-06,10.658212426997876,12.27698788068046,11.878329864132464
2023-04-08,2024-04-07,8.119352065931256,8.49987159943937,8.44341952343673
2023-04-09,2024-04-08,9.344331018759913,10.645794929131313,9.080458520737986
2023-04-10,2024-04-09,13.862969264670749,15.456407566231917,12.919699251779809
2023-04-11,2024-04-10,9.349575686416566,10.70183054538604,8.675895818061719
2023-04-12,2024-04-11,11.768607918757882,12.616774130399806,10.898615726495228
2023-04-13,2024-04-12,5.59837793900959,6.8577248969415585,5.132560128599022
2023-04-14,2024-04-13,5.890383388682342,6.750554219630681,5.419345577120378
2023-04-15,2024-04-14,4.345862726243896,6.279109894859676,4.29476038008829
2023-04-16,2024-04-15,5.415085547875528,6.315809993238106,5.161341378217088
2023-04-17,2024-04-16,3.7088999367961923,6.219031684933128,3.8557209915188873
2023-04-18,2024-04-17,4.9852794788710595,7.29679603063641,5.173331413809377
2023-04-19,2024-04-18,5.303543127554087,7.287287674905359,5.524825777668842
2023-04-20,2024-04-19,5.763302300012411,7.352640519773369,5.763306937105016
2023-04-21,2024-04-20,7.601714579875003,9.067317243359597,7.790443591454214
2023-04-22,2024-04-21,6.913318040539393,8.972455143463275,6.285468918618823
2023-04-23,2024-04-22,6.937000557902485,8.200482350526823,6.425388288324517
2023-04-24,2024-04-23,6.0633365812998345,7.249819806849146,5.842214380611164
2023-04-25,2024-04-24,6.0708667190025825,7.560315073776847,5.705882304094669
2023-04-26,2024-04-25,7.799526166498042,8.910405639746749,7.462976595107194
2023-04-27,2024-04-26,5.388659949670723,6.164570166434886,5.110161874825066
2023-04-28,2024-04-27,8.080240088674794,10.199995921930636,7.191394228093702
2023-04-29,2024-04-28,5.897411332368634,7.302669196545957,5.34829732718532
2023-04-30,2024-04-29,7.047902178035035,8.290579182001428,6.548183584369077
2023-05-01,2024-04-30,7.851870806116894,8.75626798745877,7.209448967225414
2023-05-02,2024-05-01,8.195096887678456,9.229846767675458,7.449905947054727
2023-05-03,2024-05-02,8.404762708566775,9.101994217907523,7.5891252921951216
2023-05-04,2024-05-03,8.624922100363984,10.08816087414018,8.109074052490781
2023-05-05,2024-05-04,14.65328148456371,15.66225272995357,13.981622104416127
2023-05-06,2024-05-05,6.772818737589505,7.983047238004803,6.448299306450793
2023-05-07,2024-05-06,6.741801575434549,7.65765334719903,6.552385461595936
2023-05-08,2024-05-07,10.506036596750672,12.95032359098955,9.178602945237664
2023-05-09,2024-05-08,7.877554826623107,10.40035544324769,7.177650967871695
2023-05-10,2024-05-09,8.802384661340039,10.680076868661969,8.451699406314681
2023-05-11,2024-05-10,7.693552432329379,10.086214734565083,7.283964495164956
2023-05-12,2024-05-11,7.756951744800083,10.545829390652013,6.906605145539061
2023-05-13,2024-05-12,8.5808444280392,10.844044831045313,7.859004250463024
2023-05-14,2024-05-13,11.061968704645706,13.402204849506834,9.519629442043023
2023-05-15,2024-05-14,7.056372486700288,9.666399680811445,6.793356080500983
2023-05-16,2024-05-15,8.158304141328983,10.135282356315653,7.852607617260728
2023-05-17,2024-05-16,6.596482084056112,8.237292508702096,6.38635290256168
2023-05-18,2024-05-17,7.316026981152713,8.431559897311605,6.923181967101419
2023-05-19,2024-05-18,7.440613102915464,8.889497394404025,7.077780092670805
2023-05-20,2024-05-19,7.386946114815625,8.379319327115118,6.734914806661687
2023-05-21,2024-05-20,8.554689557754504,9.160386836581427,7.945406478400299
2023-05-22,2024-05-21,11.544210082837429,12.879232701582978,10.47723011010834
2023-05-23,2024-05-22,9.866539399028868,10.54653180599229,9.062409959153486
2023-05-24,2024-05-23,4.685968885134701,6.139362361843282,4.360551133731136
2023-05-25,2024-05-24,5.473837500596785,7.708539838127611,5.479992329718183
2023-05-26,2024-05-25,5.6306377471439175,7.598951556212964,5.669278634392237
2023-05-27,2024-05-26,8.274367710559403,10.684906741254226,8.682411115110867
2023-05-28,2024-05-27,6.495255574420552,8.057095122916731,6.651605954873623
2023-05-29,2024-05-28,7.3855612002769435,8.769867821353465,7.605331699990435
2023-05-30,2024-05-29,7.608043362517918,9.423689930819188,7.991719952352976
2023-05-31,2024-05-30,9.619847986879908,11.972861539379233,10.310200831116045
2023-06-01,2024-05-31,6.446645930221765,9.073726799396875,6.990553103131456
2023-06-02,2024-06-01,6.208733139563598,8.086895827897218,6.552921702267299
2023-06-03,2024-06-02,8.82234741342457,9.350507532478506,8.381581982294332
2023-06-04,2024-06-03,12.49030912530768,12.764338753129172,11.822486225403841
2023-06-05,2024-06-04,3.930303505608738,4.784179131773253,3.766662890290616
2023-06-06,2024-06-05,2.643042400201935,3.6551693806534056,2.501163106961861
2023-06-07,2024-06-06,2.9054369506742432,3.7022106773493295,2.763753756072776
2023-06-08,2024-06-07,3.361068033179592,3.915592091807381,3.195057170302347
2023-06-09,2024-06-08,2.611278602636353,3.1674401014385465,2.4566908145118393
2023-06-10,2024-06-09,3.1380089044842583,3.6566108790427796,3.0103655856913503
2023-06-11,2024-06-10,6.047683149506958,9.185629334934626,6.879174725470566
2023-06-12,2024-06-11,5.891465924683151,8.546941200157331,6.656969369835271
2023-06-13,2024-06-12,7.621533411683513,10.171639379867678,8.045945473509827
2023-06-14,2024-06-13,9.122876927578892,10.928281869434302,9.407957456534332
2023-06-15,2024-06-14,8.43456999399574,11.183311885487393,9.149139316753665
2023-06-16,2024-06-15,9.462959241465503,11.844650207660273,10.31973049684409
2023-06-17,2024-06-16,8.83048274622541,11.25024602168544,9.372263011033564
2023-06-18,2024-06-17,13.783308973361416,15.609091656114037,12.883489038661347
2023-06-19,2024-06-18,14.847420896045401,16.59611508771258,13.146436733759142
2023-06-20,2024-06-19,6.8523515639640005,8.159272321414925,6.388872990074232
2023-06-21,2024-06-20,8.14183360986122,9.670371520721698,8.244457318474776
2023-06-22,2024-06-21,7.884115120200115,8.797262971899672,7.850824470208208
2023-06-23,2024-06-22,6.284491824948688,7.395755638270526,5.863011456214944
2023-06-24,2024-06-23,6.051515170180961,8.34200436232539,5.357359669642757
2023-06-25,2024-06-24,5.470778276154381,7.249473876566588,4.954581666674614
2023-06-26,2024-06-25,10.619366888043478,11.749430999868824,10.687187492773566
2023-06-27,2024-06-26,7.827293278999607,9.298005473854765,7.3460115269918065
2023-06-28,2024-06-27,8.81736712683438,10.109801698767729,8.534966862356294
2023-06-29,2024-06-28,6.626137639365153,8.814505532750093,6.179534057490059
2023-06-30,2024-06-29,7.334661656767338,9.130927573328545,6.804413581322671
2023-07-01,2024-06-30,8.337159453448143,9.90638367262979,7.704965247376225
2023-07-02,2024-07-01,10.5472663684408,11.783054202792435,9.757856381384869
2023-07-03,2024-07-02,14.706067616488026,15.475327025352145,13.550763822409042
2023-07-04,2024-07-03,2.2847220358208835,3.5343928093377572,2.222198354367887
2023-07-05,2024-07-04,3.182899812375443,4.195517030954178,3.0710807103897566
2023-07-06,2024-07-05,2.4554227374749757,3.7204633177450406,2.3386065936452822
2023-07-07,2024-07-06,2.7235995483477455,3.8299957254865,2.602825870225656
2023-07-08,2024-07-07,4.935480125364454,6.976483460887891,5.085610995527928
2023-07-09,2024-07-08,5.810103607065819,7.484977891515158,5.992758771985366
2023-07-10,2024-07-09,5.942113090305412,7.509148373349816,6.102415122677607
2023-07-11,2024-07-10,5.78786950690736,6.579871786658866,5.6619906642319116
2023-07-12,2024-07-11,4.415659595448763,6.692006352626298,4.621806663269674
2023-07-13,2024-07-12,5.744464746237351,8.099937433684566,5.972654585152512
2023-07-14,2024-07-13,5.519463748361035,7.739152008036399,5.813967249104747
2023-07-15,2024-07-14,5.135886818108436,6.347019517579973,4.7730337495393504
2023-07-16,2024-07-15,5.5873115301245475,6.518581722564011,5.256800886232243
2023-07-17,2024-07-16,3.563153417611411,4.719442272455209,3.4831238969451874
2023-07-18,2024-07-17,6.014031876875945,6.517956998878666,5.927836089181461
2023-07-19,2024-07-18,7.383405191169808,7.70519285194363,7.339103552392415
2023-07-20,2024-07-19,5.244199559117362,5.8857660661701505,5.169478337737083
2023-07-21,2024-07-20,5.693494059304301,7.467957841492373,5.332818037385652
2023-07-22,2024-07-21,6.320269741511519,8.138370491974703,6.002466371694164
2023-07-23,2024-07-22,6.814000468152959,9.440601901272439,6.255869257329826
2023-07-24,2024-07-23,7.212358533997586,9.282963562266426,6.556764311459011
2023-07-25,2024-07-24,5.026738498150995,6.311267522153336,5.052866758655479
2023-07-26,2024-07-25,5.017186528312698,6.039492198211,4.897909672108992
2023-07-27,2024-07-26,4.812868876999856,6.0117077166913075,4.749432651823699
2023-07-28,2024-07-27,6.666734745346945,7.803880573665421,6.729950825315642
2023-07-29,2024-07-28,2.9018257441293094,3.839352603274741,2.834328865044131
2023-07-30,2024-07-29,6.668608375177387,7.706491656242482,6.863026813393558
2023-07-31,2024-07-30,5.574848737537906,7.398712661531038,5.914947297134345
2023-08-01,2024-07-31,4.952640099985255,8.238913393629824,5.467694286686581
2023-08-02,2024-08-01,7.0743034091459025,9.839377671427302,7.708112481507068
2023-08-03,2024-08-02,6.760290481099899,9.402433970700589,7.359994657291245
2023-08-04,2024-08-03,5.654026741854905,8.209282601183656,6.216166883194609
2023-08-05,2024-08-04,6.729067606185656,8.709345876022676,7.366026652089371
2023-08-06,2024-08-05,7.391121500389305,8.60460526471174,7.369949975321874
2023-08-07,2024-08-06,6.20843326040987,7.438797873949622,6.018203346868741
2023-08-08,2024-08-07,5.591521071932574,6.785885010745255,5.227135816510117
2023-08-09,2024-08-08,6.073012637552807,6.92957504105376,5.7777421677846235
2023-08-10,2024-08-09,7.4631398417651225,9.013703503296412,7.410955901817083
2023-08-11,2024-08-10,8.122208200674937,9.122380279099495,7.96320610959467
2023-08-12,2024-08-11,7.881600353761848,8.668974219726778,7.755340838442251
2023-08-13,2024-08-12,8.33726799098699,8.82351369495311,8.253810961898097
2023-08-14,2024-08-13,6.869311626160321,8.895310974772343,6.474872236632402
2023-08-15,2024-08-14,6.494442097019722,6.926829801222919,6.723339992580299
2023-08-16,2024-08-15,8.159480224042325,9.31759103362914,7.841321692418276
2023-08-17,2024-08-16,10.225981997786302,11.555995172927798,9.604288927832465
2023-08-18,2024-08-17,7.384659779112202,8.823118636393694,7.662116345432433
2023-08-19,2024-08-18,7.872265847637037,9.686811629297786,7.591580677165778
2023-08-20,2024-08-19,8.946710140167614,10.098072590241822,8.859687976285732
2023-08-21,2024-08-20,8.445056980895995,9.59627104697016,8.585320408663362
2023-08-22,2024-08-21,9.194286821074078,11.009265238692983,9.696975908650476
2023-08-23,2024-08-22,14.747276815482005,16.080309851646085,15.746337272876696
2023-08-24,2024-08-23,13.440609725875222,14.567625376561532,14.26718185917149
2023-08-25,2024-08-24,6.181621798469897,8.064947268205954,6.174706632549011
2023-08-26,2024-08-25,6.275435156469712,8.534554122866002,6.197325995531227
2023-08-27,2024-08-26,8.132349716702167,10.591289006237542,7.833660869348255
2023-08-28,2024-08-27,7.587466258948,10.001902615367703,7.0713128196561
2023-08-29,2024-08-28,6.676459739248391,8.727327679623542,6.219214255351532
2023-08-30,2024-08-29,8.133601482493345,9.838356643647613,7.580878762853151
2023-08-31,2024-08-30,6.102503039327108,7.71602203124227,6.44245570913049
2023-09-01,2024-08-31,6.184556451158916,7.558040034963558,6.526930519804199
2023-09-02,2024-09-01,6.2066873258484305,7.18999801921007,6.468400092141173
2023-09-03,2024-09-02,6.57284496019895,7.611293926184276,6.533991967682456
2023-09-04,2024-09-03,6.651745005323493,7.5265394484937005,6.8196311942297525
2023-09-05,2024-09-04,7.788692527265937,9.627956302318594,8.504049886572947
2023-09-06,2024-09-05,8.498474987775923,10.052621197736203,9.18817873772855
2023-09-07,2024-09-06,6.463007397450633,7.423467703641262,6.518529730895521
2023-09-08,2024-09-07,6.730800495017244,7.728958523448725,6.674373509214231
2023-09-09,2024-09-08,8.11651427647987,9.351583831581465,7.7604724791673645
2023-09-10,2024-09-09,10.144186669191416,11.664178447436852,9.572049625085187
2023-09-11,2024-09-10,6.873007511662623,8.534141636550888,6.511617968285434
2023-09-12,2024-09-11,6.241685435333155,7.352567642826382,6.583990687476635
2023-09-13,2024-09-12,7.939153528418966,9.68359327151885,8.557263781426318
2023-09-14,2024-09-13,5.431067849557662,7.057845978483341,5.870688870303907
2023-09-15,2024-09-14,5.598555820421582,6.51825640553044,5.674388454923078
2023-09-16,2024-09-15,7.302126690720241,7.804088901841908,7.059787790364466
2023-09-17,2024-09-16,10.453856848074707,11.042870390551625,9.787815310326573
2023-09-18,2024-09-17,5.216527761570213,5.9641357929995715,4.892150342385747
2023-09-19,2024-09-18,4.2057057635993464,5.024982602143042,4.0298918962165535
2023-09-20,2024-09-19,6.077137791892516,6.828493545647448,5.981850625941936
2023-09-21,2024-09-20,7.626626713383735,8.601168731987826,7.557907885621273
2023-09-22,2024-09-21,5.887827739060177,6.506462276489261,5.714597630363955
2023-09-23,2024-09-22,7.310215214922063,7.952956852532625,7.348847594145888
2023-09-24,2024-09-23,6.549594663817492,7.2276852110315195,6.3752207590086165
2023-09-25,2024-09-24,7.059153463311519,8.210402018954074,6.757598580417895
2023-09-26,2024-09-25,7.396713613441839,8.19067346666346,7.1245062972038555
2023-09-27,2024-09-26,9.491990608622858,10.096927121464876,8.961090918414095
2023-09-28,2024-09-27,5.185542976846542,6.229136098603878,5.12497544897773
2023-09-29,2024-09-28,7.033278504499394,8.978926169723527,7.188205864261532
2023-09-30,2024-09-29,4.960858257800136,5.997825704701085,4.841361652422122
2023-10-01,2024-09-30,5.684300412741245,6.3990063215333395,5.7000830901303585
2023-10-02,2024-10-01,5.497239764212935,6.215331360475578,5.446689073464479
2023-10-03,2024-10-02,6.377192361895319,7.8487177450916015,6.608583472066035
2023-10-04,2024-10-03,8.872485360227566,10.029470424872287,9.179714462305103
2023-10-05,2024-10-04,7.311559150647101,8.286924062018345,7.510587894481764
2023-10-06,2024-10-05,5.583407591742786,6.769678958667196,5.2859466991436905
2023-10-07,2024-10-06,7.503246791705242,9.135121912973668,6.961735286325902
2023-10-08,2024-10-07,9.533329782131274,10.69089583305559,8.91225885614491
2023-10-09,2024-10-08,6.588563648864029,7.6492187829132465,6.188724869060793
2023-10-10,2024-10-09,7.465323932331279,8.979971081317265,6.833471913659814
2023-10-11,2024-10-10,8.050452439389446,9.78356354713169,7.283908326590494
2023-10-12,2024-10-11,7.556907482774493,8.959976876797002,7.088928569869416
2023-10-13,2024-10-12,7.635613469921403,9.126393869346156,6.957259307526837
2023-10-14,2024-10-13,7.156181670078486,8.728029179980657,6.614879535424844
2023-10-15,2024-10-14,8.312302672254264,9.596335910321097,7.851000373656825
2023-10-16,2024-10-15,11.612455954480604,14.017201205390247,9.975432475297287
2023-10-17,2024-10-16,7.174597313609563,8.880907151530693,6.731502745338065
2023-10-18,2024-10-17,7.029998497952014,8.752924927503786,6.539660018347733
2023-10-19,2024-10-18,7.503218998671746,8.857454157788755,6.712684785251903
2023-10-20,2024-10-19,5.749271784492101,7.808945346902385,5.319740186020556
2023-10-21,2024-10-20,6.764640240640746,8.349722468923227,6.345947073724509
2023-10-22,2024-10-21,6.297400618319336,8.3076770598581,5.499034454700108
2023-10-23,2024-10-22,8.14021348732963,9.287097000026206,7.845459278426705
2023-10-24,2024-10-23,4.114377947651763,4.873193431927511,4.029244725392048
2023-10-25,2024-10-24,5.598467989930159,6.486995029555159,5.484223435988947
2023-10-26,2024-10-25,4.969887732854525,5.9575285664419075,4.885061500109074
2023-10-27,2024-10-26,6.7857250266454185,8.101083488833675,6.602841451433409
2023-10-28,2024-10-27,5.451971371501803,6.521127328479804,5.44966349937318
2023-10-29,2024-10-28,4.376187865542142,5.20692858811246,4.370980624209297
2023-10-30,2024-10-29,5.921376686995639,6.778536690095377,5.614171640168774
2023-10-31,2024-10-30,7.163257489834379,7.603736340990952,6.782612896453097
2023-11-01,2024-10-31,6.942013745227241,7.313694121372697,6.578306001461022
2023-11-02,2024-11-01,5.57696060155209,6.743395038361084,5.257252551413122
2023-11-03,2024-11-02,9.632811749262178,10.536915579890735,8.760614056346835
2023-11-04,2024-11-03,12.68886814128524,13.21510290949019,11.561015937346518
2023-11-05,2024-11-04,9.668747417306154,10.353222543723943,8.759075451364437
2023-11-06,2024-11-05,4.252738951631203,5.111939844278059,3.9072567632594883
2023-11-07,2024-11-06,3.9970049818640354,4.670129322081179,3.6256052939716574
2023-11-08,2024-11-07,5.808515583660063,7.050185206095017,5.515891686178152
2023-11-09,2024-11-08,6.150352066444526,7.018679552425169,5.8662050022384555
2023-11-10,2024-11-09,7.41514622608262,9.073559469641701,7.123111911900333
2023-11-11,2024-11-10,9.601723403551015,11.48283399699121,9.710068114035163
2023-11-12,2024-11-11,8.831598804017984,10.15301539992137,9.084383537243058
2023-11-13,2024-11-12,7.806866063786846,8.48274580874055,7.9010908287966375
2023-11-14,2024-11-13,9.414805246142587,10.79473169924894,9.711492729226622
2023-11-15,2024-11-14,5.571743691804893,6.5420423994170225,5.687062501449694
2023-11-16,2024-11-15,6.274746049392293,6.975783007594843,6.272223269999346
2023-11-17,2024-11-16,6.844100669027319,7.751606540303028,6.951565567372151
2023-11-18,2024-11-17,5.695428904357739,6.495004694890579,5.559661867296902
2023-11-19,2024-11-18,8.073277985314274,8.874942843434678,7.873126421457109
2023-11-20,2024-11-19,11.516813089185447,12.281555997665174,10.836807428311786
2023-11-21,2024-11-20,8.030797814477609,9.126362507027537,7.487113692920988
2023-11-22,2024-11-21,4.184644154214581,5.488090142209839,3.819693096421682
2023-11-23,2024-11-22,5.464510864056815,6.031209033590754,5.403163402045197
2023-11-24,2024-11-23,4.390781352614577,5.684279662838062,4.294817141955817
2023-11-25,2024-11-24,5.295484891299361,6.414968237931707,5.0338880820241645
2023-11-26,2024-11-25,6.142642736491396,6.871345655411648,5.986850342153036
2023-11-27,2024-11-26,7.205009693935803,8.498927220215604,7.4353278172231345
2023-11-28,2024-11-27,6.923142803356886,7.9691488301461,7.143168071572525
2023-11-29,2024-11-28,7.639388781337361,9.104782555040215,7.438355760551348
2023-11-30,2024-11-29,9.336595965420226,11.176891180033678,8.533380562116118
2023-12-01,2024-11-30,11.976542365652106,13.919488788297222,10.77690231287509
2023-12-02,2024-12-01,7.110717692375711,8.67753395053427,6.452397432209789
2023-12-03,2024-12-02,8.508106842200243,10.623795241516953,7.58607946372272
2023-12-04,2024-12-03,6.807693427082644,8.900361913150213,6.046263246255154
2023-12-05,2024-12-04,8.893186547516082,10.604641595442622,7.859648060169065
2023-12-06,2024-12-05,6.83075044252153,8.012329136501288,6.301829755702518
2023-12-07,2024-12-06,8.43648536149311,9.592015402488137,7.841873675061628
2023-12-08,2024-12-07,8.699547110386943,9.397225319204384,8.188264510091264
2023-12-09,2024-12-08,8.676594458948006,9.040564299216896,8.236418132202582
2023-12-10,2024-12-09,6.107806057701274,6.77855627488323,5.720280077600702
2023-12-11,2024-12-10,3.4326148105016836,5.540912124424621,3.114594685016196
2023-12-12,2024-12-11,6.7182730866657305,7.3387510792878095,6.339756663730932
2023-12-13,2024-12-12,5.6063077637549315,6.502461925752366,5.237074465130005
2023-12-14,2024-12-13,6.426569621840043,6.891489726387108,6.057280200629435
2023-12-15,2024-12-14,3.3693367196501214,6.05567887272961,2.968453080717013
2023-12-16,2024-12-15,3.6926412709664374,6.823973652960938,3.211680758250817
2023-12-17,2024-12-16,5.431067240120904,8.240932041204099,5.2473843579241
2023-12-18,2024-12-17,5.644233007304065,8.453275338798207,5.434189078740919
2023-12-19,2024-12-18,9.930767586266573,11.273826831312954,10.361648893998094
2023-12-20,2024-12-19,6.587799954531939,8.581195113889047,7.058113991774224
2023-12-21,2024-12-20,7.378404964026373,8.958610914527187,7.271843034525719
2023-12-22,2024-12-21,7.164308139222533,9.0996711829882,6.865884437174295
2023-12-23,2024-12-22,7.799234902823841,9.90508891361377,7.347655069988587
2023-12-24,2024-12-23,11.491951564513906,13.58354750895871,10.502124444986736
2023-12-25,2024-12-24,7.193358533604069,9.403422495706744,6.468392289323681
2023-12-26,2024-12-25,6.905608153158012,9.231255676639696,6.207630070534109
2023-12-27,2024-12-26,7.352107799001304,8.948826415180054,6.808306376216114
2023-12-28,2024-12-27,7.816071165366698,9.121369158396318,7.8910358404921475
2023-12-29,2024-12-28,6.26738996718253,7.777126418875996,6.154546816328848
2023-12-30,2024-12-29,6.568673890716462,7.798173107145176,6.443162541086274
2023-12-31,2024-12-30,8.67522538985668,10.242565361163761,7.873601306880176
