window,mae,rmse,mape,mse
307,39.470711496379536,44.755858026882,0.04837205718171052,2003.0868277224183
308,43.7253830177903,48.12005247920479,0.05511017951973413,2315.5394506014227
309,42.82401030034922,45.504852504187134,0.05374711297251879,2070.6916014278263
310,35.261260493770806,44.83839183771689,0.045286208062034934,2010.481382592637
311,37.89720527259679,44.63682002620483,0.04782598543082189,1992.4457020518005
312,35.522314133881096,45.62838912728498,0.04573671973802238,2081.9498943509384
313,35.02319605345939,46.496545448058164,0.045286302605723146,2161.9287386033384
314,33.748228287393204,44.11577642019374,0.04381221849660081,1946.2017291565219
315,33.3788340616818,44.78884541880751,0.04223597020266867,2006.0406739498346
316,30.414299106083426,41.83470024886429,0.03894756427966035,1750.1421449123259
317,33.002834943302915,41.825077095105264,0.042445750228637016,1749.337074011499
318,34.57339645727583,42.70742250565664,0.043963097187476895,1823.923937076667
319,35.85079631774249,43.44774758958462,0.045674643199045975,1887.7067706082564
320,40.03724522994379,44.97630585264493,0.0508845401550014,2022.8680881506625
321,42.653784926795424,45.11859563309906,0.05144699956532746,2035.6876719031056
322,35.31977297182102,36.85973400468562,0.042793068827173306,1358.6399908961776
323,36.170603904192454,39.29277006316908,0.04274339175802142,1543.9217792370764
324,30.500067228341354,35.31081291919654,0.03611115001730721,1246.8535090144976
325,35.889313641081216,41.53342764087023,0.042173611277971805,1725.0256115994032
326,35.764626586101016,41.21041475609329,0.04207919692288992,1698.2982843692319
327,38.5671868779026,43.306589013461185,0.045877871812456235,1875.4606519808372
328,40.55654042916428,46.82164308933418,0.047426327192680286,2192.2662615849954
329,37.296938203766054,42.27967831332492,0.04383022112658517,1787.5711982782377
330,33.352762321809145,41.573481001905215,0.038449606772111476,1728.3543226157738
331,36.2053125160077,42.09141824879282,0.04188258424408268,1771.6874901948092
332,38.41703020002727,45.03018003264209,0.04430487183859414,2027.7171137721587
333,43.258404116981964,48.6722559514593,0.049959198020727076,2368.988499404365
334,45.91957117448275,53.15210854788306,0.05273240811688842,2825.146643085943
335,51.410990970422795,56.690879894939044,0.059371306373084375,3213.855863262404
336,22.15424741579771,27.293189053474165,0.02553083223140129,744.9181687086821
337,36.441740842605654,43.104252459889345,0.04241240740572762,1857.9765801258764
338,44.55302081172637,49.49102217752945,0.05165424961234116,2449.361276176712
339,35.61887847073519,42.45875278813226,0.041213303432966315,1802.745688323729
340,38.63529097388501,43.67819582954423,0.04480622255253175,1907.784790924015
341,30.1685917738624,36.10090711991596,0.034994186362719025,1303.275494880799
342,33.5601974364528,38.70422501951052,0.03931029863084702,1498.0170343609036
343,34.99275159234355,38.91669202734517,0.04118857303658532,1514.5089183512312
344,36.1631127181322,41.77857476440283,0.0414382684459453,1745.4493093447975
345,37.881647773877525,47.30744226187516,0.04286133790384657,2237.994093360652
346,39.30215408586548,46.98691457815512,0.044652967074174155,2207.770141574846
347,41.49421268292393,48.44467945354386,0.047187401711433936,2346.886967356615
348,38.82622932665691,46.01640301876692,0.04473399500592714,2117.5093467855813
349,43.32300449830159,49.53252640837342,0.0495707811993859,2453.4711723962105
350,43.96438151910248,48.28814858657824,0.05163288591344393,2331.745293919458
351,27.748111351367648,33.00996317671515,0.0348533382396745,1089.65766892809
352,20.581445134891542,27.9633281806496,0.027035011087754718,781.9477229387121
353,31.7940558294461,42.843322212981406,0.04221730323424916,1835.5502582453462
354,41.50637071794207,50.50247867028614,0.05236106262342011,2550.500351842706
355,45.74175142402881,53.12106473842537,0.057473536102161264,2821.8475189439787
356,45.061967242126165,55.086048487769666,0.056237738365053976,3034.472737996911
357,52.92591704297671,60.58049128595504,0.06553197564904446,3669.9959244476745
358,52.92546524206399,60.2834346558207,0.06541657743199993,3634.092493902604
359,55.187099218939984,60.61468347115647,0.06804545763605703,3674.1398523084895
360,57.04248808086542,63.40913241782488,0.06941923117940363,4020.7180739812497
361,69.76122675009401,82.72833929699401,0.08284001653896116,6843.978122838563
362,79.5038709251342,86.94370424372774,0.09367268884962307,7559.207707620802
363,61.485833339476976,79.51156308851833,0.069636586208334,6322.088664779431
364,56.96363628432831,80.81240271953412,0.06374292784933853,6530.6444333041645
365,64.3265923551201,83.31481497652176,0.07090725096832268,6941.358394572055
366,75.51710677266827,89.62504585852419,0.08298281510559136,8032.648845142563
367,56.85117764057712,68.79912610879401,0.060660809093378114,4733.319753333742
368,34.010454395740844,44.144068963333524,0.03738223887033375,1948.698824639546
369,37.544045704590175,45.223704898459744,0.041943583766764915,2045.183484742972
370,43.41297644436257,52.38245711185097,0.04958898662847054,2743.921813074906
371,56.64945029128699,63.22527163391846,0.0674155976547778,3997.4349731827742
372,55.54174394418846,61.713442584534036,0.06684446095728726,3808.5489956345787
373,53.15542005426385,60.16642223873659,0.06491462063422765,3619.998365009936
374,53.44400288504778,62.67185744923273,0.06621926616960917,3927.7617161369485
375,49.03897032274589,58.152095191915855,0.06062237022119448,3381.6661752096434
376,43.44499768982736,50.777272479515,0.053319666744096494,2578.331400458911
377,41.645659669252495,46.842061216003785,0.05098250603964176,2194.178698963846
378,39.63982244968339,47.51508589142277,0.048377696738034916,2257.6833872692832
379,45.45034646437981,50.142319638155875,0.05397501831656176,2514.2522186949923
380,42.00913967016546,47.66996376095692,0.050521455783570424,2272.4254449709456
381,48.63085963685772,52.021726232018345,0.057681895237713235,2706.260000159066
382,49.953708706282896,53.64531491045976,0.05988318990032356,2877.8198118423966
383,43.25309083515411,48.859177912692104,0.051099633142128516,2387.2192663040996
384,41.517561885172896,47.55392718234942,0.047490623295234735,2261.375990464191
385,49.55333839027784,56.372132039370314,0.05697147408653338,3177.8172706642013
386,49.88960458391984,58.93580217262905,0.059248119644474954,3473.428777731267
387,58.19788853532936,68.66915694824576,0.07258933014739857,4715.453115982809
388,68.75643764189995,75.81247454573774,0.0888033633355305,5747.531296748132
389,64.85736399297399,71.8666322162091,0.08409197325751804,5164.812826099864
390,84.03721524866232,89.10644335031348,0.10405433335250511,7939.958246542626
391,78.90912255510105,84.56600283124844,0.09747890264977098,7151.408834854718
392,69.66989844551644,78.31816193235524,0.08531499581887571,6133.734488462617
